,loss,acc,val_loss,val_acc
0,0.6254085302352905,0.8329411745071411,0.9077473282814026,0.6502415537834167
1,0.5002807974815369,0.99647057056427,0.8905275464057922,0.6682769656181335
2,0.49866271018981934,0.9988235235214233,0.8699040412902832,0.6859903335571289
3,0.4890555739402771,1.0,0.8701985478401184,0.6818035244941711
4,0.48574167490005493,1.0,0.869331955909729,0.6821256279945374
5,0.49069467186927795,0.9988235235214233,0.8847212791442871,0.6640901565551758
6,0.4933321177959442,1.0,0.8738160133361816,0.6776167750358582
7,0.48798248171806335,1.0,0.8765178322792053,0.6740740537643433
8,0.48593440651893616,1.0,0.8725757002830505,0.6789050102233887
9,0.5212364792823792,0.9905882477760315,0.8687787055969238,0.6924315690994263
10,0.5066260695457458,1.0,0.9030855298042297,0.657326877117157
11,0.5041733980178833,0.99647057056427,0.8754863142967224,0.6808373332023621
12,0.493923157453537,0.9976470470428467,0.8845678567886353,0.6676328778266907
13,0.4893653094768524,0.9988235235214233,0.8910244703292847,0.6599034070968628
14,0.493792861700058,1.0,0.8774136304855347,0.6740740537643433
15,0.4880894124507904,1.0,0.875056266784668,0.6743961572647095
16,0.48748135566711426,1.0,0.8727458119392395,0.6763284802436829
17,0.49204954504966736,1.0,0.8814020156860352,0.6676328778266907
18,0.5059680342674255,0.9870588183403015,0.9065738320350647,0.646054744720459
19,0.4988459050655365,0.9988235235214233,0.8794283866882324,0.6801932454109192
20,0.504671037197113,1.0,0.8724715709686279,0.6837359070777893
21,0.49483609199523926,1.0,0.8785931468009949,0.6734299659729004
22,0.4892553389072418,0.9988235235214233,0.8547101020812988,0.6985507011413574
23,0.488537460565567,0.9988235235214233,0.8868446350097656,0.6608695387840271
24,0.48705366253852844,1.0,0.8627623915672302,0.6879227161407471
25,0.492828369140625,1.0,0.8585767149925232,0.6911433339118958
26,0.4862380921840668,1.0,0.8600044250488281,0.6904991865158081
27,0.49650636315345764,0.9941176176071167,0.9099031686782837,0.6389694213867188
28,0.49554386734962463,0.9988235235214233,0.8655771017074585,0.6885668039321899
29,0.49525293707847595,0.9976470470428467,0.8847463130950928,0.666022539138794
30,0.48987501859664917,0.9988235235214233,0.8661916255950928,0.6866344809532166
31,0.49121707677841187,1.0,0.8657496571540833,0.6840579509735107
32,0.48926857113838196,1.0,0.8677928447723389,0.6834138631820679
33,0.4888763725757599,1.0,0.8690370917320251,0.6814814805984497
34,0.4904155731201172,1.0,0.8759407997131348,0.6724637746810913
35,0.49024835228919983,1.0,0.8749226927757263,0.6727858185768127
36,0.5014632344245911,0.9988235235214233,0.9085263013839722,0.6412238478660583
