,loss,acc,val_loss,val_acc
0,0.6170206069946289,0.8847059011459351,0.8876098394393921,0.6724637746810913
1,0.501968502998352,0.9976470470428467,0.8700994253158569,0.6898550987243652
2,0.49120327830314636,0.9988235235214233,0.8641326427459717,0.6921095252037048
3,0.4909631907939911,1.0,0.8657784461975098,0.6863123774528503
4,0.49677422642707825,0.9976470470428467,0.8818289041519165,0.6698873043060303
5,0.49720093607902527,0.9988235235214233,0.8811610341072083,0.6705313920974731
6,0.49041274189949036,0.99647057056427,0.8657045364379883,0.6879227161407471
7,0.4863484501838684,1.0,0.8856500387191772,0.6663445830345154
8,0.49131107330322266,0.9976470470428467,0.8670889139175415,0.6840579509735107
9,0.5255531072616577,0.981176495552063,0.8769626021385193,0.6840579509735107
10,0.5020924210548401,1.0,0.8838785290718079,0.6827697157859802
11,0.5010653138160706,1.0,0.8853606581687927,0.6779388189315796
12,0.49559709429740906,1.0,0.8803243041038513,0.6779388189315796
13,0.49789515137672424,0.9988235235214233,0.9370808601379395,0.6141706705093384
14,0.4915705621242523,0.9952940940856934,0.8806004524230957,0.6711755394935608
15,0.4847208857536316,1.0,0.8733361959457397,0.6792270541191101
16,0.4873659014701843,1.0,0.8726646900177002,0.6772946715354919
17,0.49139103293418884,1.0,0.8682281970977783,0.6830917596817017
18,0.5384265780448914,0.9647058844566345,0.9141843914985657,0.6405797004699707
19,0.5068513751029968,0.9988235235214233,0.9161657094955444,0.6463767886161804
20,0.5031778216362,1.0,0.8985819220542908,0.6621578335762024
21,0.5016408562660217,1.0,0.9010754823684692,0.6563606858253479
22,0.49601373076438904,0.9988235235214233,0.9050241708755493,0.64863121509552
23,0.492391437292099,1.0,0.8861885070800781,0.6673107743263245
24,0.49111083149909973,1.0,0.8811668753623962,0.6711755394935608
25,0.4981541633605957,1.0,0.8727402687072754,0.6766505837440491
26,0.4927743971347809,1.0,0.8662981390953064,0.6859903335571289
27,0.49321743845939636,0.9976470470428467,0.8610836863517761,0.6888889074325562
28,0.4799748957157135,1.0,0.8642493486404419,0.6840579509735107
29,0.49530234932899475,1.0,0.8589587211608887,0.689532995223999
30,0.48596540093421936,1.0,0.8558288216590881,0.6940418481826782
31,0.4885968565940857,1.0,0.8578033447265625,0.6917874217033386
32,0.49009913206100464,1.0,0.8569346070289612,0.6921095252037048
33,0.48535069823265076,1.0,0.8590883016586304,0.6911433339118958
34,0.48869115114212036,1.0,0.8583580255508423,0.6921095252037048
35,0.48676732182502747,1.0,0.8579748272895813,0.6921095252037048
36,0.6253201365470886,0.9035294055938721,0.848381519317627,0.7046698927879333
37,0.5091700553894043,0.977647066116333,0.9090121388435364,0.6631239652633667
38,0.5171065926551819,1.0,0.8971080183982849,0.6760064363479614
39,0.5151780843734741,0.9976470470428467,0.9102145433425903,0.6553945541381836
40,0.5027729272842407,1.0,0.876543402671814,0.6872785687446594
41,0.49976325035095215,1.0,0.8744167685508728,0.6876006722450256
42,0.4936809241771698,1.0,0.8706021904945374,0.686956524848938
43,0.48697561025619507,1.0,0.8745962381362915,0.6805152893066406
44,0.4918188750743866,1.0,0.8752730488777161,0.6776167750358582
45,0.49832892417907715,0.99647057056427,0.854802131652832,0.6962962746620178
46,0.4891769587993622,1.0,0.8882931470870972,0.6605474948883057
47,0.48889440298080444,1.0,0.879949152469635,0.6682769656181335
48,0.4887394905090332,1.0,0.8772748112678528,0.6711755394935608
49,0.4838462769985199,1.0,0.8726852536201477,0.6760064363479614
50,0.4871092736721039,1.0,0.8754265308380127,0.6718196272850037
51,0.4868226647377014,1.0,0.8692066669464111,0.6779388189315796
52,0.49149996042251587,1.0,0.8718933463096619,0.6750402450561523
53,0.48370009660720825,1.0,0.8731171488761902,0.6747182011604309
54,0.5300663113594055,0.9917647242546082,0.7492303848266602,0.8064412474632263
55,0.6456918120384216,0.8858823776245117,0.9558442831039429,0.6112721562385559
56,0.5218037962913513,0.9917647242546082,0.8968253135681152,0.6805152893066406
